SAMPLING DATE,SO2 µg/m3,NO2 µg/m3,PM10 µg/m3,PM2.5 µg/m3,AQI,City
2019-03-01,4.0,11.0,83.0,23.0,83.0,Mapusa
2019-08-01,2.0,11.0,94.0,23.0,94.0,Mapusa
2019-10-01,2.0,16.0,132.0,23.0,121.0,Mapusa
2019-01-15,5.0,14.0,108.0,23.0,106.0,Mapusa
2019-01-17,4.0,11.0,108.0,23.0,106.0,Mapusa
2019-01-22,2.0,11.0,75.0,23.0,75.0,Mapusa
2019-01-24,6.0,19.0,49.0,23.0,49.0,Mapusa
2019-01-29,6.0,11.0,73.0,23.0,73.0,Mapusa
2019-01-31,2.0,11.0,79.0,23.0,79.0,Mapusa
2019-05-02,2.0,11.0,87.0,23.0,87.0,Mapusa
2019-07-02,2.0,15.0,84.0,23.0,84.0,Mapusa
2019-12-02,2.0,11.0,91.0,23.0,91.0,Mapusa
2019-02-14,2.0,9.0,98.0,23.0,98.0,Mapusa
2019-02-19,2.0,11.0,48.0,23.0,48.0,Mapusa
2019-02-21,2.0,11.0,98.0,23.0,98.0,Mapusa
2019-02-26,2.0,16.0,80.0,23.0,80.0,Mapusa
2019-02-28,2.0,9.0,58.0,23.0,58.0,Mapusa
2019-05-03,2.0,13.0,100.0,23.0,100.0,Mapusa
2019-07-03,2.0,11.0,74.0,23.0,74.0,Mapusa
2019-12-03,2.0,12.0,102.0,23.0,102.0,Mapusa
2019-03-14,2.0,11.0,146.0,23.0,131.0,Mapusa
2019-03-18,2.0,11.0,76.0,23.0,76.0,Mapusa
2019-03-20,4.0,11.0,87.0,23.0,87.0,Mapusa
2019-03-26,4.0,11.0,71.0,23.0,71.0,Mapusa
2019-03-28,4.0,11.0,71.0,23.0,71.0,Mapusa
2020-01-04,2.0,5.0,71.0,55.0,92.0,Mapusa
2020-03-04,2.0,6.0,47.0,35.0,58.0,Mapusa
2020-07-04,2.0,5.0,57.0,31.0,57.0,Mapusa
2020-09-04,2.0,5.0,35.0,29.0,48.0,Mapusa
2020-04-15,2.0,5.0,32.0,28.0,47.0,Mapusa
2020-04-17,2.0,5.0,23.0,19.0,32.0,Mapusa
2020-04-22,2.0,5.0,30.0,18.0,30.0,Mapusa
2020-04-24,2.0,5.0,32.0,14.0,32.0,Mapusa
2020-04-28,2.0,5.0,32.0,23.0,32.0,Mapusa
2020-04-30,2.0,7.0,33.0,23.0,33.0,Mapusa
2020-06-05,2.0,5.0,71.0,23.0,71.0,Mapusa
2020-08-05,2.0,5.0,47.0,23.0,47.0,Mapusa
2020-05-13,2.0,8.0,31.0,23.0,31.0,Mapusa
2020-05-15,2.0,8.0,29.0,23.0,29.0,Mapusa
2020-05-20,2.0,10.0,50.0,23.0,50.0,Mapusa
2020-05-22,2.0,11.0,35.0,23.0,35.0,Mapusa
2020-05-27,2.0,7.0,33.0,23.0,33.0,Mapusa
2020-05-29,2.0,5.0,21.0,23.0,21.0,Mapusa
2020-05-06,2.0,5.0,22.0,23.0,22.0,Mapusa
2020-10-06,2.0,7.0,28.0,23.0,28.0,Mapusa
2020-06-19,2.0,5.0,32.0,23.0,32.0,Mapusa
2020-06-24,2.0,5.0,29.0,23.0,29.0,Mapusa
2020-06-26,2.0,5.0,33.0,23.0,33.0,Mapusa
2020-01-07,2.0,5.0,40.0,23.0,40.0,Mapusa
2020-10-07,2.0,5.0,32.0,23.0,32.0,Mapusa
2020-07-22,2.0,14.0,23.0,23.0,23.0,Mapusa
2020-07-24,2.0,9.0,18.0,23.0,18.0,Mapusa
2020-07-29,2.0,9.0,13.0,23.0,13.0,Mapusa
2020-07-31,2.0,10.0,12.0,23.0,13.0,Mapusa
,2.0,11.0,55.0,23.0,57.0,Mapusa
2020-07-08,2.0,12.0,14.0,23.0,15.0,Mapusa
2020-12-08,3.0,9.0,14.0,23.0,14.0,Mapusa
2020-08-14,2.0,10.0,19.0,23.0,19.0,Mapusa
2020-08-19,2.0,9.0,12.0,23.0,12.0,Mapusa
2020-08-26,2.0,5.0,20.0,23.0,20.0,Mapusa
2020-08-28,3.0,7.0,23.0,23.0,23.0,Mapusa
2020-02-09,2.0,14.0,8.0,23.0,18.0,Mapusa
2020-04-09,2.0,5.0,64.0,23.0,64.0,Mapusa
2020-09-09,2.0,5.0,25.0,23.0,25.0,Mapusa
2020-09-16,2.0,11.0,93.0,23.0,93.0,Mapusa
2020-09-23,2.0,13.0,35.0,23.0,35.0,Mapusa
2020-09-25,2.0,24.0,37.0,23.0,37.0,Mapusa
2020-09-29,2.0,9.0,18.0,23.0,18.0,Mapusa
2020-01-10,2.0,5.0,24.0,23.0,24.0,Mapusa
2020-07-10,2.0,5.0,30.0,10.0,30.0,Mapusa
2020-09-10,2.0,9.0,23.0,14.0,23.0,Mapusa
2020-10-14,2.0,6.0,40.0,12.0,40.0,Mapusa
2020-10-16,2.0,5.0,33.0,7.0,33.0,Mapusa
2020-10-21,2.0,5.0,24.0,12.0,24.0,Mapusa
2020-10-23,2.0,6.0,30.0,16.0,30.0,Mapusa
2020-10-28,2.0,12.0,16.0,6.0,16.0,Mapusa
2020-10-30,2.0,10.0,19.0,9.0,19.0,Mapusa
2020-04-11,2.0,12.0,22.0,13.0,22.0,Mapusa
2020-06-11,2.0,22.0,34.0,41.0,68.0,Mapusa
2020-11-11,2.0,9.0,34.0,19.0,34.0,Mapusa
2020-11-13,2.0,19.0,56.0,20.0,56.0,Mapusa
2020-11-18,5.0,16.0,34.0,12.0,34.0,Mapusa
2020-11-20,4.0,12.0,45.0,12.0,45.0,Mapusa
2020-11-25,2.0,16.0,33.0,47.0,78.0,Mapusa
2020-11-27,2.0,16.0,25.0,13.0,25.0,Mapusa
2020-01-12,2.0,13.0,56.0,47.0,78.0,Mapusa
2020-04-12,2.0,12.0,51.0,40.0,67.0,Mapusa
2020-09-12,4.0,17.0,44.0,34.0,57.0,Mapusa
2020-11-12,6.0,10.0,57.0,36.0,60.0,Mapusa
2020-12-16,2.0,5.0,35.0,29.0,48.0,Mapusa
2020-12-18,2.0,11.0,60.0,35.0,60.0,Mapusa
2020-12-22,2.0,11.0,56.0,30.0,56.0,Mapusa
2020-12-24,7.0,9.0,74.0,23.0,74.0,Mapusa
2020-12-30,2.0,12.0,76.0,23.0,76.0,Mapusa
2021-01-01,2.0,13.0,63.0,23.0,63.0,Mapusa
2021-06-01,2.0,11.0,47.0,23.0,47.0,Mapusa
2021-08-01,2.0,13.0,25.0,23.0,25.0,Mapusa
2021-01-13,2.0,12.0,31.0,23.0,31.0,Mapusa
2021-01-15,2.0,12.0,36.0,23.0,36.0,Mapusa
2021-01-20,2.0,13.0,54.0,23.0,54.0,Mapusa
2021-01-22,2.0,12.0,58.0,23.0,58.0,Mapusa
2021-01-27,2.0,14.0,54.0,23.0,54.0,Mapusa
2021-01-29,2.0,13.0,58.0,23.0,58.0,Mapusa
2021-03-02,2.0,12.0,53.0,23.0,53.0,Mapusa
2021-05-02,2.0,12.0,58.0,23.0,58.0,Mapusa
2021-10-02,2.0,12.0,53.0,49.0,82.0,Mapusa
2021-12-02,2.0,19.0,124.0,50.0,116.0,Mapusa
2021-02-17,2.0,23.0,96.0,35.0,96.0,Mapusa
2021-02-19,2.0,21.0,79.0,14.0,79.0,Mapusa
2021-02-24,2.0,17.0,71.0,9.0,71.0,Mapusa
2021-02-26,2.0,22.0,75.0,3.0,75.0,Mapusa
2021-03-03,2.0,21.0,60.0,11.0,60.0,Mapusa
2021-05-03,2.0,13.0,94.0,24.0,94.0,Mapusa
2021-10-03,2.0,20.0,45.0,11.0,45.0,Mapusa
2021-12-03,2.0,22.0,90.0,47.0,90.0,Mapusa
2021-03-17,2.0,25.0,96.0,51.0,96.0,Mapusa
2021-03-19,2.0,22.0,87.0,22.0,87.0,Mapusa
2021-03-24,2.0,24.0,75.0,47.0,78.0,Mapusa
2021-03-26,2.0,22.0,110.0,58.0,107.0,Mapusa
2021-03-30,2.0,26.0,89.0,26.0,89.0,Mapusa
